1604413348,1,5,11,29,2.83,1628525190588
1604563511,1,13,14,23,2.4,1628607300628
1604555507,1,14,10,38,4.73,1628608867930
1604537463,1,0,0,0,0.0,1628610460293
1604565842,0,11,22,11,0.96,1628610859638
1604538543,1,15,8,24,4.33,1628612823520
1604548224,0,10,13,35,3.21,1628614142121
1605819524,1,9,8,20,3.22,1629130328747
1605839658,1,7,5,10,2.83,1629131642070
1606184194,1,22,12,25,3.62,1629296467009
1606195623,0,10,10,11,1.91,1629298315470
1606186740,1,11,17,38,2.72,1629299378687
1606197786,0,4,9,12,1.6,1629301349873
1606198675,0,6,10,19,2.27,1629302949986
1606189669,0,0,1,2,1.0,1629304549408
1606199717,0,13,14,16,1.93,1629305328109
1609231548,1,10,12,30,3.08,1630675135293
1609252781,1,17,15,21,2.38,1630676591553
1609244791,1,1,10,44,4.09,1630678545542
1609246227,1,3,10,47,4.55,1630680085459
1609266902,0,15,5,18,5.5,1630681492325
1609614752,0,10,14,24,2.27,1630768238488
1609615972,1,18,10,19,3.36,1630769828080
1609969770,1,13,8,16,3.22,1630935388530
1612857283,0,6,10,15,1.91,1632239584151
1612857769,0,9,7,14,2.88,1632240785520
1612887452,1,20,11,27,3.92,1632242060550
1612878030,0,31,16,28,3.47,1632243579144
1613014526,0,16,13,29,3.21,1632323650685
1613005925,0,20,12,14,2.62,1632326310455
1613054448,1,18,7,29,5.88,1632377169222
1613055056,0,13,9,28,4.1,1632378844365
1613075236,0,6,6,10,2.29,1632380495496
1613075647,0,13,12,22,2.69,1632381509792
1613151026,0,9,14,37,3.07,1632408727466
1613172840,1,17,13,13,2.14,1632410679569
1613154794,1,23,14,40,4.2,1632414240273
1613462326,0,7,10,25,2.91,1632496347168
1613473168,1,32,16,22,3.18,1632497527555
1613444743,1,7,5,26,5.5,1632499653443
1613445318,1,16,7,15,3.88,1632500811587
1613475583,1,2,1,19,10.5,1632501975897
1613446156,0,13,12,17,2.31,1632502751820
1613446720,1,15,7,24,4.88,1632504420178
1613612199,0,20,9,17,3.7,1632560168336
1613622772,1,11,14,28,2.6,1632561476929
1613701220,0,9,7,22,3.88,1632591183833
