,时间,识别号,胜负退,阵线,数量
4344,93002090,528044,B,140000,100
4345,93002090,528085,S,139800,800
4346,93002090,528098,B,140100,1000
4347,93002090,528125,B,142100,2100
4348,93002090,528129,B,140700,500
4349,93002090,528187,B,140500,500
4350,93002090,528193,S,139700,1500
4351,93002090,528201,S,146800,500
4352,93002090,528214,B,142800,1000
4353,93002090,528220,B,138000,100
4354,93002090,528222,B,144000,300
4355,93002090,528237,B,137700,500
4356,93002090,528250,B,137400,1000
4357,93002100,528303,B,133000,100
4358,93002100,528339,B,140100,1200
4359,93002100,528359,S,139500,100
4360,93002100,528361,S,139900,1000
4361,93002100,528372,B,136800,300
4362,93002100,528411,B,140000,300
4363,93002100,528446,S,139800,3900
4364,93002100,528499,S,139800,1000
4365,93002100,528507,B,140000,2000
4366,93002100,528690,B,137600,300
4367,93002100,528745,B,140500,200
4368,93002100,528750,B,130000,1600
4369,93002100,528768,B,133100,15100
4370,93002100,528786,B,140500,900
4371,93002100,528800,B,137200,500
4372,93002100,528830,B,133800,100
4373,93002100,528833,B,137500,800
4374,93002100,528911,B,140400,100
4375,93002110,250931,C,149400,500
4376,93002110,527520,C,140000,200
4377,93002110,528973,B,140700,500
4378,93002110,529019,B,138000,2000
4379,93002110,529043,S,139900,1400
4380,93002110,529052,B,140000,400
4381,93002110,529079,B,136000,500
4382,93002110,529113,B,135000,1500
4383,93002110,529114,B,140000,1000
4384,93002110,529119,B,146000,100
4385,93002110,529135,S,150000,1800
4386,93002110,529160,B,140400,200
4387,93002110,529204,B,138000,200
4388,93002120,529259,B,140000,3000
4389,93002120,529308,B,140000,400
4390,93002120,529320,B,140000,2500
4391,93002120,529380,B,139500,1100
4392,93002120,529493,B,124200,100
4393,93002120,529519,B,142100,400
4394,93002120,529526,B,139900,300
4395,93002130,139434,C,136000,2400
4396,93002130,370393,C,148100,700
4397,93002130,529638,B,140000,1900
4398,93002130,529679,B,128000,200
4399,93002130,529687,B,141000,500
4400,93002130,529733,B,138000,500
4401,93002130,529748,B,140000,600
4402,93002130,529755,B,135300,200
4403,93002130,529789,B,140200,2300
4404,93002130,529797,B,140300,300
4405,93002130,529844,B,140000,100
4406,93002130,529902,B,130000,100
4407,93002140,529987,S,145700,1500
4408,93002140,529999,B,139600,3100
4409,93002140,530014,B,140800,100
4410,93002140,530111,B,142700,500
4411,93002140,530134,B,116800,2200
4412,93002140,530142,S,139700,100
4413,93002140,530147,B,140200,700
4414,93002140,530185,B,140000,200
4415,93002150,530263,B,139900,1100
4416,93002150,530600,B,136800,100
4417,93002150,530607,B,142700,100
4418,93002150,530625,S,139700,2200
4419,93002150,530636,B,139900,900
4420,93002150,530660,S,149500,7200
4421,93002150,530668,B,125400,1600
4422,93002160,530811,B,141100,10900
4423,93002160,530859,B,140000,200
4424,93002160,530882,B,134500,2000
4425,93002160,531051,B,139000,2000
4426,93002160,531065,B,140000,1000
4427,93002160,531073,B,141000,3100
4428,93002160,531077,B,140000,500
4429,93002160,531143,S,148000,400
4430,93002160,531202,B,140000,500
4431,93002160,531251,B,140000,1000
4432,93002160,531314,B,140000,200
4433,93002160,531316,B,140000,200
4434,93002160,531344,S,149800,500
4435,93002160,531393,B,135000,300
4436,93002160,531440,B,140000,100
4437,93002170,531488,B,142700,2200
4438,93002170,531491,B,0,100
4439,93002170,531566,B,136000,2000
4440,93002170,531570,S,139000,400
4441,93002170,531596,B,141800,500
4442,93002170,531692,B,136000,800
4443,93002180,531748,S,155500,1000
4444,93002180,531778,S,139500,1400
4445,93002180,531814,B,140000,1600
4446,93002180,531874,S,139000,600
4447,93002180,531917,B,138200,100
4448,93002190,532219,B,140800,100
4449,93002190,532235,B,140500,100
4450,93002190,532256,B,140000,1000
4451,93002190,532262,S,147000,100
4452,93002190,532317,S,150000,400
4453,93002190,532318,B,140200,100
4454,93002190,532385,B,135800,3000
4455,93002190,532474,B,139800,200
4456,93002190,532505,B,140100,500
4457,93002190,532531,S,140000,900
4458,93002190,532555,S,139100,100
4459,93002190,532558,B,143900,1300
4460,93002200,532665,B,140000,200
4461,93002200,532670,B,140200,800
4462,93002200,532752,B,139000,1900
4463,93002210,532865,B,140000,1400
4464,93002210,532901,B,140000,700
4465,93002210,532909,B,140000,5000
4466,93002210,532930,B,140000,1000
4467,93002210,532965,B,140500,4700
4468,93002210,532966,B,140200,5000
4469,93002210,533123,B,140100,100
4470,93002210,533126,B,138800,6300
4471,93002210,533140,B,140000,600
4472,93002220,533174,S,139400,5000
4473,93002220,533195,B,142000,200
4474,93002220,533206,S,139400,23800
4475,93002220,533209,B,136600,1000
4476,93002220,533224,B,140300,400
4477,93002220,533232,B,140300,200
4478,93002220,533279,B,140200,400
4479,93002220,533299,B,128000,1000
4480,93002220,533313,B,140000,300
4481,93002220,533351,B,140000,300
4482,93002220,533485,B,140000,100
4483,93002220,533491,B,140000,1000
4484,93002230,531316,C,140000,200
4485,93002230,533682,B,142000,100
4486,93002230,533715,B,140000,200
4487,93002230,533927,B,136000,100
4488,93002240,533941,S,163200,1000
4489,93002240,533991,B,140000,1000
4490,93002240,534001,B,136200,100
4491,93002240,534097,B,130000,900
4492,93002240,534105,B,138000,1000
4493,93002240,534212,B,140600,1200
4494,93002250,534277,B,138000,300
4495,93002250,534301,B,125000,200
4496,93002250,534329,B,140000,200
4497,93002250,534347,B,140200,1000
4498,93002250,534365,B,135900,300
4499,93002250,534369,B,140000,100
4500,93002250,534408,S,141400,200
4501,93002250,534435,B,135600,5900
4502,93002250,534515,B,138000,100
4503,93002250,534518,B,140000,7100
4504,93002250,534570,B,142000,2900
4505,93002250,534604,B,136000,200
4506,93002250,534627,B,140000,400
4507,93002260,534699,S,139900,1000
4508,93002260,534809,B,140000,300
4509,93002270,534990,B,140200,2500
4510,93002270,534993,B,140000,1000
4511,93002270,534997,S,140000,500
4512,93002270,535077,S,138800,500
4513,93002270,535111,B,140000,1000
4514,93002270,535115,S,140000,5000
4515,93002270,535191,B,138000,500
4516,93002270,535207,B,138700,500
4517,93002280,535265,B,140000,200
4518,93002280,535337,B,139100,200
4519,93002280,535359,B,143300,500
4520,93002280,535369,B,138000,18500
4521,93002280,535376,B,140000,500
4522,93002280,535377,S,139900,1000
4523,93002280,535389,S,139000,5000
4524,93002280,535413,B,134200,2000
4525,93002280,535439,B,140000,5200
4526,93002280,535444,B,133200,2000
4527,93002280,535459,B,140000,100
4528,93002280,535474,B,132200,2000
4529,93002280,535494,B,145000,700
4530,93002280,535504,B,140000,1000
4531,93002290,535624,S,139900,500
4532,93002290,535661,B,139900,800
4533,93002290,535681,B,140500,2000
4534,93002290,535702,B,137500,2000
4535,93002290,535713,S,156000,1500
4536,93002290,535802,B,141000,200
4537,93002290,535818,B,138000,100
4538,93002290,535829,B,140200,200
4539,93002290,535899,B,140300,300
4540,93002290,535902,S,137900,5900
4541,93002290,535928,B,136000,100
4542,93002300,536008,B,139500,1000
4543,93002300,536037,B,140000,2300
4544,93002300,536042,S,139900,400
4545,93002300,536063,B,140600,100
4546,93002300,536130,B,136500,1000
4547,93002300,536183,B,136000,200
4548,93002300,536246,B,140000,500
4549,93002300,536262,B,140000,600
4550,93002300,536394,B,133000,1100
4551,93002300,536446,B,140000,300
4552,93002300,536512,B,142000,400
4553,93002310,536563,S,139100,500
4554,93002310,536584,B,140400,3300
4555,93002310,536775,S,139900,600
4556,93002310,536787,B,140500,2700
4557,93002310,536792,B,140200,100
4558,93002310,536819,B,142000,500
4559,93002310,536829,S,142000,1000
4560,93002310,536840,B,138600,2500
4561,93002310,536850,B,140900,500
4562,93002310,536866,B,135000,100
4563,93002310,536951,B,143000,2000
4564,93002320,536961,B,140000,400
4565,93002320,536967,B,140000,200
4566,93002320,537001,S,163200,500
4567,93002320,537037,B,140000,500
4568,93002320,537054,S,139500,8300
4569,93002320,537138,B,142600,600
4570,93002320,537140,B,140000,7900
4571,93002320,537191,B,141400,2600
4572,93002320,537219,S,139900,1500
4573,93002320,537260,B,141400,300
4574,93002320,537297,S,139500,3000
4575,93002320,537303,S,139800,3600
4576,93002320,537313,B,140000,8900
4577,93002320,537394,B,140300,400
4578,93002320,537399,B,140000,500
4579,93002320,537410,B,142100,400
4580,93002330,537447,B,134000,900
4581,93002330,537512,B,140000,200
4582,93002330,537551,B,140000,1000
4583,93002330,537588,B,140100,200
4584,93002340,537724,B,137000,200
4585,93002340,537729,B,136600,500
4586,93002340,537752,S,140000,200
4587,93002340,537778,S,140000,400
4588,93002340,537832,B,140000,2300
4589,93002340,537952,S,139800,300
4590,93002340,537969,B,142100,1400
4591,93002350,538130,B,142700,100
4592,93002350,538210,B,140000,300
4593,93002350,538213,B,139100,100
4594,93002350,538238,B,140000,400
4595,93002350,538299,S,137200,100
4596,93002350,538350,B,140300,2400
4597,93002350,538360,B,140000,500
4598,93002360,538402,B,140500,1100
4599,93002360,538481,B,140000,2200
4600,93002360,538503,B,140400,3000
4601,93002360,538504,B,140000,1700
4602,93002360,538526,B,142800,200
4603,93002360,538536,B,140000,900
4604,93002360,538632,B,140400,200
4605,93002360,538657,B,145000,300
4606,93002360,538678,B,140000,100
4607,93002360,538761,S,163000,28900
4608,93002360,538772,B,140200,200
4609,93002360,538815,S,163200,1000
4610,93002360,538826,S,139500,2200
4611,93002360,538837,S,148600,2000
4612,93002360,538843,B,140100,2100
4613,93002360,538896,B,130000,1000
4614,93002360,538899,B,140000,100
4615,93002360,538902,B,136600,1000
4616,93002370,538966,B,140100,1700
4617,93002370,539053,B,140000,600
4618,93002370,539066,B,140500,200
4619,93002370,539087,B,141000,4900
4620,93002370,539099,B,140000,600
4621,93002370,539127,B,134100,200
4622,93002370,539198,B,142000,2000
4623,93002370,539211,S,141400,200
4624,93002370,539254,S,162800,200
4625,93002370,539272,B,140100,500
4626,93002370,539325,B,140000,1200
4627,93002380,78865,C,132000,1000
4628,93002380,106806,C,136000,300
4629,93002380,539373,S,139800,400
4630,93002380,539408,B,140400,2200
4631,93002380,539419,B,140100,100
4632,93002380,539436,S,139900,200
4633,93002380,539465,S,144400,200
4634,93002380,539516,B,140000,600
4635,93002380,539575,B,140000,100
4636,93002380,539618,B,140000,300
4637,93002380,539649,B,141100,800
4638,93002380,539686,B,142500,2800
4639,93002380,539703,S,160000,100
4640,93002380,539745,S,139400,5200
4641,93002390,491071,C,140000,700
4642,93002390,539827,B,143200,400
4643,93002390,539838,B,140500,71100
4644,93002390,539844,B,141000,300
4645,93002390,539955,B,139100,400
4646,93002390,540034,B,140000,100
4647,93002390,540054,B,139000,5400
4648,93002390,540057,B,120100,1000
4649,93002390,540125,S,156800,3300
4650,93002390,540147,B,140300,500
4651,93002390,540176,B,141500,1800
4652,93002390,540201,S,139700,600
4653,93002390,540245,B,140400,300
4654,93002390,540260,B,142800,800
4655,93002390,540294,B,139200,100
4656,93002390,540312,B,140300,200
4657,93002390,540337,S,139900,1000
4658,93002400,540395,B,140000,800
4659,93002400,540459,B,141000,6300
4660,93002400,540531,B,143900,2500
4661,93002400,540561,B,138400,200
4662,93002400,540600,B,140100,1000
4663,93002400,540611,B,140400,3000
4664,93002400,540621,B,140200,100
4665,93002400,540761,B,140100,1500
4666,93002400,540798,B,142700,100
4667,93002410,540873,S,163000,1000
4668,93002410,540880,B,138800,500
4669,93002410,540955,B,141000,700
4670,93002410,540997,B,140500,2000
4671,93002410,541020,S,139000,100
4672,93002410,541036,B,136000,400
4673,93002410,541078,B,140700,200
4674,93002410,541081,B,140000,1000
4675,93002410,541143,B,136300,2000
4676,93002410,541209,B,140000,1000
4677,93002410,541239,B,140000,500
4678,93002420,541455,B,142000,1000
4679,93002420,541472,S,139800,300
4680,93002420,541488,B,140000,3300
4681,93002420,541500,B,127800,200
4682,93002420,541545,B,139100,10000
4683,93002420,541553,B,140200,3100
4684,93002430,541665,B,133400,1400
4685,93002430,541684,B,140100,23000
4686,93002440,541872,B,140400,2400
4687,93002440,541883,B,140600,400
4688,93002440,541903,B,138800,1100
4689,93002440,541948,B,140700,200
4690,93002440,541965,B,140000,500
4691,93002440,541990,B,142700,300
4692,93002440,541996,B,140000,800
4693,93002440,542001,B,140000,10600
4694,93002440,542055,B,123000,13500
4695,93002440,542059,B,143300,300
4696,93002440,542063,S,139800,2900
4697,93002440,542121,S,0,200
4698,93002440,542128,B,128100,900
4699,93002440,542140,B,142800,100
4700,93002440,542183,B,140700,400
4701,93002440,542246,B,131000,200
4702,93002450,542295,B,134600,2600
4703,93002450,542306,B,140000,1500
4704,93002450,542311,B,139800,400
4705,93002450,542343,B,140500,300
4706,93002450,542422,B,140000,100
4707,93002450,542426,B,140400,2900
4708,93002450,542441,B,133000,100
4709,93002450,542469,B,140400,2000
4710,93002450,542480,B,125000,2800
4711,93002450,542593,B,132200,2000
4712,93002450,542601,B,131200,2000
4713,93002460,542655,B,140500,1000
4714,93002460,542670,B,139900,1000
4715,93002460,542714,B,140000,500
4716,93002460,542750,B,140400,100
4717,93002460,542861,B,140100,100
4718,93002460,542892,B,130100,100
4719,93002460,542898,B,140400,100
4720,93002460,542902,B,140400,3400
4721,93002460,542939,B,135800,8100
4722,93002460,542945,B,140000,100
4723,93002470,543046,B,136000,1000
4724,93002470,543064,B,141200,800
4725,93002470,543078,B,142700,1800
4726,93002470,543106,B,140300,400
4727,93002470,543135,S,150000,100
4728,93002470,543137,B,140500,200
4729,93002470,543158,B,142100,10500
4730,93002470,543193,B,127100,100
4731,93002470,543216,B,145000,2000
4732,93002470,543251,S,140000,8300
4733,93002470,543270,B,140100,300
4734,93002470,543353,B,143300,400
4735,93002470,543357,B,140100,400
4736,93002480,543442,B,140000,5000
4737,93002480,543447,B,140000,2000
4738,93002480,543474,B,163200,200
4739,93002480,543474,C,163200,200
4740,93002480,543494,B,140100,1000
4741,93002480,543510,B,140900,4900
4742,93002480,543533,B,140300,900
4743,93002480,543634,B,140600,100
4744,93002480,543639,B,140000,600
4745,93002480,543766,B,140000,1300
4746,93002480,543824,B,140200,300
4747,93002480,543826,B,140100,2500
4748,93002480,543870,B,132000,1100
4749,93002490,543936,B,140900,400
4750,93002490,543944,S,139900,100
4751,93002490,543954,B,140100,1000
4752,93002490,544026,B,140300,500
4753,93002500,414560,C,140000,1800
4754,93002500,544169,B,135000,3700
4755,93002500,544197,B,140100,2000
4756,93002500,544220,B,142600,1000
4757,93002500,544266,B,141000,300
4758,93002500,544269,B,131300,200
4759,93002500,544332,B,140400,700
4760,93002500,544344,B,138200,200
4761,93002500,544357,B,140000,700
4762,93002500,544367,S,163200,2000
4763,93002500,544371,B,140100,100
4764,93002500,544383,B,140000,400
4765,93002500,544461,B,140000,600
4766,93002500,544468,S,139000,1000
4767,93002500,544473,B,135500,200
4768,93002500,544485,B,140000,7100
4769,93002510,544695,B,139000,300
4770,93002510,544720,B,138800,100
4771,93002510,544752,B,140000,300
4772,93002510,544755,B,139000,1000
4773,93002510,544762,S,140000,1000
4774,93002510,544787,B,136000,200
4775,93002510,544897,B,140400,600
4776,93002510,544936,B,130000,6100
4777,93002520,545034,B,140000,100
4778,93002520,545046,B,140000,200
4779,93002520,545061,B,140000,1000
4780,93002520,545063,B,140600,3000
4781,93002520,545090,B,136100,200
4782,93002520,545157,B,140000,1000
4783,93002530,545248,S,139900,2400
4784,93002530,545318,B,139100,100
4785,93002530,545348,B,139200,2300
4786,93002530,545366,B,141500,900
4787,93002530,545394,B,136800,200
4788,93002530,545496,S,139900,300
4789,93002540,545619,S,139800,2000
4790,93002540,545664,S,139900,265
4791,93002540,545668,B,141300,900
4792,93002540,545682,B,139900,500
4793,93002540,545805,B,128000,500
4794,93002540,545812,B,140000,100
4795,93002540,545831,B,136300,900
4796,93002540,545839,B,134000,3000
4797,93002540,545843,B,141000,1900
4798,93002550,545909,B,142000,100
4799,93002550,545995,B,140200,100
4800,93002550,546030,B,140000,100
4801,93002550,546049,B,140000,500
4802,93002550,546062,B,140500,100
4803,93002550,546172,B,140200,1200
4804,93002560,546220,B,140000,100
4805,93002560,546248,B,140000,1900
4806,93002560,546326,B,137200,700
4807,93002560,546370,B,140600,600
4808,93002560,546416,B,140100,5000
4809,93002560,546586,B,142600,100
4810,93002560,546587,B,142600,700
4811,93002560,546629,B,140000,100
4812,93002570,546743,B,140000,200
4813,93002570,546886,B,140300,100
4814,93002570,546891,B,140200,700
4815,93002570,546892,B,141100,200
4816,93002570,546909,S,139900,300
4817,93002570,546964,B,140000,200
4818,93002580,547106,B,140300,500
4819,93002580,547167,B,140100,900
4820,93002580,547202,B,141800,200
4821,93002580,547248,B,138800,2300
4822,93002580,547262,B,140000,200
4823,93002580,547272,S,137300,1000
4824,93002580,547296,B,140000,1000
4825,93002580,547300,B,140000,2100
4826,93002580,547326,B,133000,500
4827,93002580,547357,B,140700,800
4828,93002580,547364,B,140000,500
4829,93002580,547378,S,151500,16000
4830,93002580,547412,B,130100,7600
4831,93002580,547458,B,140500,100
4832,93002590,547484,S,138000,500
4833,93002590,547528,B,140000,100
4834,93002590,547564,S,139200,500
4835,93002590,547565,B,140000,1200
4836,93002590,547616,B,143000,1000
4837,93002590,547634,B,141000,900
4838,93002590,547666,B,163200,100
4839,93002590,547756,B,139100,2700
4840,93002600,547773,S,148300,500
4841,93002600,547810,B,139100,200
4842,93002600,547858,S,10000,1000
4843,93002600,547947,B,140300,1000
4844,93002600,547957,S,130000,500
4845,93002600,548014,B,137000,1200
4846,93002600,548049,B,140400,700
4847,93002610,548155,B,138900,400
4848,93002610,548158,B,140200,200
4849,93002610,548160,B,137000,100
4850,93002610,548264,B,130200,2000
4851,93002610,548279,B,139400,5400
4852,93002610,548293,B,141000,100
4853,93002610,548294,B,140000,100
4854,93002610,548304,B,140100,1100
4855,93002610,548315,B,140200,5000
4856,93002610,548396,S,139800,200
4857,93002610,548500,B,140000,200
4858,93002610,548524,B,140900,200
4859,93002610,548548,B,140100,1000
4860,93002610,548561,S,151800,500
4861,93002610,548571,B,140000,700
4862,93002620,548586,B,140500,600
4863,93002620,548625,B,140000,100
4864,93002620,548741,B,142000,100
4865,93002620,548870,B,140800,500
4866,93002620,548921,B,140000,100
4867,93002620,548980,B,140200,500
4868,93002630,249964,C,148000,100
4869,93002630,549010,B,140000,4000
4870,93002630,549044,B,145000,1000
4871,93002630,549187,B,142700,500
4872,93002630,549251,B,140500,500
4873,93002630,549256,B,140100,3000
4874,93002630,549279,B,146000,300
4875,93002630,549281,B,140100,1300
4876,93002630,549357,B,130300,100
4877,93002640,549551,B,136800,200
4878,93002640,549552,S,139900,12000
4879,93002640,549586,B,133200,2000
4880,93002640,549651,B,140000,100
4881,93002640,549691,B,140000,200
4882,93002640,549714,B,141500,1200
4883,93002640,549728,B,125100,300
4884,93002640,549736,B,141900,6600
4885,93002640,549753,B,135100,700
4886,93002650,549874,B,130000,15800
4887,93002650,549880,B,143200,200
4888,93002650,549966,B,132800,1200
4889,93002650,549974,B,142000,10600
4890,93002650,549997,B,140000,700
4891,93002650,549998,B,141000,2000
4892,93002650,550043,S,134100,300
4893,93002650,550119,B,136000,300
4894,93002660,550294,S,154000,400
4895,93002660,550376,B,142000,500
4896,93002660,550390,B,139300,500
4897,93002660,550395,B,140100,1000
4898,93002660,550439,B,143500,400
4899,93002670,503603,C,140000,3600
4900,93002670,512615,C,140000,1000
4901,93002670,550508,S,148800,1000
4902,93002670,550518,B,148000,6100
4903,93002670,550608,B,140000,200
4904,93002670,550630,S,146000,100
4905,93002670,550683,B,141000,100
4906,93002670,550809,B,140200,100
4907,93002670,550872,B,141600,200
4908,93002670,550927,B,139100,1500
4909,93002680,551021,B,140100,200
4910,93002680,551049,S,157000,2000
4911,93002680,551167,B,133200,300
4912,93002680,551194,B,127000,600
4913,93002680,551199,B,140000,2900
4914,93002680,551222,B,140000,200
4915,93002680,551253,B,135000,1000
4916,93002690,551523,B,140000,300
4917,93002690,551546,B,139200,1100
4918,93002690,551550,B,118800,100
4919,93002690,551563,B,118000,1600
4920,93002690,551578,B,140000,2300
4921,93002690,551591,S,140000,2500
4922,93002690,551615,B,140200,1000
4923,93002690,551636,B,142000,200
4924,93002690,551689,S,148800,800
4925,93002690,551722,B,140000,100
4926,93002690,551825,B,138000,2000
4927,93002690,551833,B,135000,200
4928,93002700,507663,C,140200,100
4929,93002700,551979,S,135000,500
4930,93002700,551987,B,128200,300
4931,93002700,551988,B,140300,1400
4932,93002700,552014,B,131000,600
4933,93002700,552094,B,139100,2000
4934,93002700,552116,S,149900,1200
4935,93002700,552153,S,138000,5000
4936,93002700,552170,B,140100,1400
4937,93002710,552301,B,143800,15700
4938,93002710,552441,B,140200,2000
4939,93002710,552445,B,140000,500
4940,93002720,552497,B,137200,1000
4941,93002720,552507,B,141000,300
4942,93002720,552511,B,140000,100
4943,93002720,552530,S,139900,100
4944,93002720,552603,B,138000,500
4945,93002720,552638,B,140000,3500
4946,93002720,552680,B,140000,200
4947,93002720,552695,B,138600,1000
4948,93002720,552697,B,140000,1000
4949,93002730,552762,B,140000,500
4950,93002730,552788,B,132000,400
4951,93002730,552801,B,140000,1000
4952,93002730,552809,B,124200,400
4953,93002730,552859,B,138800,1700
4954,93002730,552904,B,136000,1000
4955,93002730,552951,B,142100,400
4956,93002730,552979,B,139000,2000
4957,93002730,553067,B,143000,1800
4958,93002730,553086,B,140000,6900
4959,93002730,553121,S,139000,16400
4960,93002730,553153,B,140000,2800
4961,93002740,553197,B,130000,100
4962,93002740,553322,B,142700,100
4963,93002740,553354,B,140000,300
4964,93002740,553490,B,154800,800
4965,93002740,553527,B,130000,300
4966,93002740,553570,S,163100,400
4967,93002740,553597,B,138800,4000
4968,93002750,553661,B,137800,1300
4969,93002750,553680,B,163200,200
4970,93002750,553693,S,163200,500
4971,93002750,553796,B,140000,500
4972,93002750,553895,B,131700,300
4973,93002760,553915,B,137700,100
4974,93002760,553958,B,140000,300
4975,93002760,554022,B,140100,500
4976,93002760,554119,B,140000,1000
4977,93002760,554120,S,151900,3700
4978,93002760,554128,B,140000,7100
4979,93002760,554142,B,141100,200
4980,93002760,554155,B,140200,500
4981,93002760,554189,B,142000,100
4982,93002760,554190,B,140100,100
4983,93002760,554218,B,140400,100
4984,93002760,554293,B,141000,500
4985,93002770,554353,B,140000,100
4986,93002770,554406,B,140000,400
4987,93002770,554517,B,140100,300
4988,93002770,554522,B,140000,5400
4989,93002770,554557,B,140000,300
4990,93002770,554586,S,139900,500
4991,93002770,554607,B,142000,700
4992,93002770,554655,B,140600,4900
4993,93002770,554658,B,140000,200
4994,93002770,554665,B,140100,500
4995,93002780,554687,B,140000,1000
4996,93002780,554807,B,140500,2000
4997,93002780,554860,B,136600,300
4998,93002780,554861,B,140000,200
4999,93002780,554904,B,144000,800
5000,93002780,554918,B,140300,3500
5001,93002780,554932,B,140000,1100
5002,93002780,554941,B,123900,5000
5003,93002780,554942,B,140000,200
5004,93002780,554966,B,140000,1000
5005,93002780,554980,S,140000,3000
5006,93002780,555022,S,139400,1100
5007,93002780,555064,B,140000,100
5008,93002790,131940,C,163200,1000
5009,93002790,555162,B,141000,5000
5010,93002790,555166,B,133600,2500
5011,93002790,555189,B,140000,800
5012,93002790,555213,B,140000,200
5013,93002790,555260,B,140000,200
5014,93002790,555330,B,139100,100
5015,93002790,555335,B,136900,1000
5016,93002790,555351,B,140000,700
5017,93002790,555389,B,140000,200
5018,93002790,555394,S,139900,900
5019,93002790,555406,B,137900,400
5020,93002790,555408,B,140000,700
5021,93002790,555413,B,138700,500
5022,93002790,555422,S,158800,1000
5023,93002790,555427,B,133500,1000
5024,93002790,555477,B,140100,400
5025,93002790,555526,S,156000,4700
5026,93002800,555660,B,140000,1000
5027,93002800,555720,B,141000,800
5028,93002800,555791,B,150000,500
5029,93002800,555827,B,142800,100
5030,93002800,555837,S,139900,5700
5031,93002800,555859,B,141000,1600
5032,93002800,555896,B,140000,100
5033,93002800,555939,S,163200,200
5034,93002800,555947,B,140000,400
5035,93002800,555979,B,140000,600
5036,93002800,555989,B,140100,2000
5037,93002800,555997,B,140000,400
5038,93002800,556015,B,140700,3100
5039,93002810,556032,B,140300,800
5040,93002810,556056,B,140000,4000
5041,93002810,556074,B,142900,400
5042,93002810,556082,B,133000,2000
5043,93002810,556084,B,145000,2000
5044,93002810,556094,B,140000,100
5045,93002810,556102,B,140500,1000
5046,93002810,556110,B,140700,400
5047,93002810,556150,B,141000,1000
5048,93002810,556168,B,140700,900
5049,93002810,556193,B,140700,600
5050,93002810,556203,B,141600,200
5051,93002810,556228,B,130000,400
5052,93002810,556339,B,140000,100
5053,93002820,556355,B,143000,2900
5054,93002820,556423,B,140300,200
5055,93002820,556425,S,139900,2000
5056,93002820,556452,B,140100,100
5057,93002820,556463,B,140000,100
5058,93002820,556484,B,140700,600
5059,93002820,556523,S,163200,2000
5060,93002820,556648,S,138000,2500
5061,93002820,556665,S,147700,500
5062,93002820,556676,B,142000,6800
5063,93002820,556738,B,140000,1900
5064,93002820,556756,B,140900,5600
5065,93002820,556841,B,140700,900
5066,93002820,556851,B,140000,100
5067,93002830,556955,B,120000,500
5068,93002830,556958,B,140500,600
5069,93002830,556972,B,140100,200
5070,93002830,556975,B,139100,300
5071,93002830,556988,S,161500,4700
5072,93002830,557018,B,131000,3000
5073,93002830,557136,B,140700,200
5074,93002830,557146,B,140000,1000
5075,93002830,557205,S,139800,200
5076,93002830,557241,B,141000,300
5077,93002830,557339,B,140100,500
5078,93002830,557340,B,140000,200
5079,93002840,557456,B,139500,1000
5080,93002840,557473,B,140000,3300
5081,93002840,557520,B,140100,200
5082,93002840,557561,S,139200,200
5083,93002850,557759,B,140100,500
5084,93002850,557814,B,140000,800
5085,93002850,557847,S,139900,1000
5086,93002850,557933,B,141000,300
5087,93002850,557937,B,139100,200
5088,93002850,557938,S,139900,1000
5089,93002850,557968,S,139900,4900
5090,93002850,558019,B,134100,200
5091,93002850,558094,B,163200,1700
5092,93002850,558147,B,140000,1000
5093,93002850,558267,B,140000,100
5094,93002860,558289,S,139900,1000
5095,93002860,558301,B,140300,200
5096,93002860,558372,B,139500,1000
5097,93002860,558400,S,149500,1500
5098,93002860,558508,B,142000,100
5099,93002860,558516,B,140000,30000
5100,93002860,558526,B,139900,300
5101,93002860,558629,B,129600,100
5102,93002860,558663,B,140000,200
5103,93002860,558688,S,139000,500
5104,93002860,558689,B,131800,1000
5105,93002860,558699,S,140800,500
5106,93002870,299830,C,150000,6300
5107,93002870,558791,B,142500,1500
5108,93002870,558828,B,139700,1000
5109,93002870,558842,B,126000,2000
5110,93002870,558846,B,138000,1000
5111,93002870,558873,B,140000,100
5112,93002870,558876,B,141500,15000
5113,93002870,558890,B,140200,100
5114,93002870,558940,B,140900,14400
5115,93002870,558959,B,130400,500
5116,93002870,558984,B,139300,6300
5117,93002870,559001,B,140800,1000
5118,93002870,559064,B,138800,3600
5119,93002870,559122,B,141400,800
5120,93002880,559145,B,139800,200
5121,93002880,559151,B,140000,8200
5122,93002880,559166,B,140500,1200
5123,93002880,559170,B,140000,700
5124,93002880,559171,B,140000,100
5125,93002880,559245,B,125100,1000
5126,93002880,559263,B,140100,100
5127,93002880,559279,B,141000,2400
5128,93002880,559292,B,138500,200
5129,93002880,559316,S,139900,300
5130,93002880,559340,B,140000,5000
5131,93002880,559354,B,136800,1000
5132,93002880,559424,B,138000,600
5133,93002880,559504,B,163200,300
5134,93002880,559540,B,140000,200
5135,93002880,559582,B,140000,500
5136,93002880,559590,S,139000,3000
5137,93002880,559602,B,142000,800
5138,93002880,559618,B,139100,800
5139,93002880,559628,B,140900,500
5140,93002890,559704,B,150000,3300
5141,93002890,559716,B,143000,300
5142,93002890,559773,B,142000,500
5143,93002890,559781,B,139900,100
5144,93002890,559803,B,127300,1000
5145,93002890,559847,S,149800,100
5146,93002890,559874,B,139300,1000
