fips,cases,deaths,date
45003,5.570507914721033,3.578639209968072,2022-01-26
45005,4.2812606870550125,2.342422680822206,2022-01-26
45007,5.725446067324356,3.9319661147281724,2022-01-26
45009,4.499549625905148,2.8195439355418683,2022-01-26
45011,4.727703883685354,2.9444826721501687,2022-01-26
45013,5.585720100693229,3.5224442335063197,2022-01-26
45015,5.672060895130307,3.580924975675619,2022-01-26
45017,4.405858399317637,2.732393759822968,2022-01-26
45019,6.005141887759204,3.8948696567452523,2022-01-26
45021,5.128173014749728,3.4456042032735974,2022-01-26
45023,4.955062069675032,3.107209969647868,2022-01-26
45025,5.017075096376058,3.217483944213906,2022-01-26
45027,4.8837182019639584,3.1492191126553797,2022-01-26
45029,4.89768206179642,3.296665190261531,2022-01-26
45031,5.2309085193207645,3.4232458739368075,2022-01-26
45033,4.951531790542347,3.103803720955957,2022-01-26
45035,5.708157353866233,3.6095944092252195,2022-01-26
45037,4.778946727968616,2.7781512503836434,2022-01-26
45039,4.722962808942489,2.9867717342662448,2022-01-26
45041,5.578742328340706,3.753583058892906,2022-01-26
45043,5.144106973049322,3.296665190261531,2022-01-26
45045,6.196073888487517,4.209783014848515,2022-01-26
45047,5.291035674768266,3.4014005407815437,2022-01-26
45049,4.655906418180215,2.8808135922807914,2022-01-26
45051,5.936935768107066,3.9907826918031377,2022-01-26
45053,4.732313327471243,2.9190780923760737,2022-01-26
45055,5.275932975821707,3.3463529744506384,2022-01-26
45057,5.347095725894668,3.4065401804339546,2022-01-26
45059,5.226857570288724,3.397940008672037,2022-01-26
45061,4.594060901270418,2.929418925714293,2022-01-26
45063,5.93257522349829,3.877371345869774,2022-01-26
45067,4.898560644939712,3.176091259055681,2022-01-26
45069,4.843917638006392,2.9444826721501687,2022-01-26
45065,4.299942900022767,2.5314789170422554,2022-01-26
45071,5.077186154085896,3.187520720836463,2022-01-26
45073,5.337499194579443,3.442479769064448,2022-01-26
45075,5.328277644409767,3.5465426634781307,2022-01-26
45077,5.618529216771112,3.7242758696007887,2022-01-26
45079,6.040194750626113,3.9138138523837163,2022-01-26
45081,4.562768543016519,2.7993405494535812,2022-01-26
45083,5.940416864681664,4.121887985103681,2022-01-26
45085,5.39734896617659,3.514547752660286,2022-01-26
45087,4.840733234611807,3.0791812460476247,2022-01-26
45089,4.889973638403996,3.1205739312058496,2022-01-26
45091,5.843207853739662,3.744292983122676,2022-01-26
46003,3.857332496431268,2.230448921378274,2022-01-26
46005,4.636888906983799,2.7075701760979363,2022-01-26
46007,3.846955325019824,1.9542425094393248,2022-01-26
46009,4.347915186501691,2.556302500767287,2022-01-26
46011,4.885926339801431,2.6127838567197355,2022-01-26
46013,4.9763041165520026,3.049218022670181,2022-01-26
46015,4.124504224834283,2.2552725051033056,2022-01-26
46017,3.770852011642144,2.230448921378274,2022-01-26
46019,4.397592434038117,2.6232492903979003,2022-01-26
46021,3.397940008672037,1.8450980400142567,2022-01-26
46023,4.435207103240748,2.518513939877887,2022-01-26
46025,3.8662873390841948,1.7781512503836434,2022-01-26
46027,4.515741416669365,2.278753600952829,2022-01-26
46029,4.890644536295246,2.968482948553935,2022-01-26
46031,3.976349979003273,2.1760912590556813,2022-01-26
46033,4.272305844402085,2.322219294733919,2022-01-26
46035,4.7454651686707265,2.89209460269048,2022-01-26
46037,4.075181854618691,2.505149978319906,2022-01-26
46039,3.9916690073799486,2.0791812460476247,2022-01-26
46041,4.374931553978188,2.556302500767287,2022-01-26
46043,3.8188854145940097,2.1760912590556813,2022-01-26
46045,3.9360107957152093,2.2041199826559246,2022-01-26
46047,4.2079035303860515,2.556302500767287,2022-01-26
46049,3.7092699609758304,2.2041199826559246,2022-01-26
46051,4.28668096935493,2.672097857935717,2022-01-26
46053,4.006037954997317,2.518513939877887,2022-01-26
46055,3.634477270160731,2.041392685158225,2022-01-26
46057,4.151063253353749,2.6020599913279625,2022-01-26
46059,3.716837723299524,1.9030899869919433,2022-01-26
46061,3.7937903846908183,1.7781512503836434,2022-01-26
46063,3.290034611362518,1.4771212547196624,2022-01-26
46065,4.608846822326411,2.7558748556724915,2022-01-26
46067,4.216693599169754,2.518513939877887,2022-01-26
46069,3.4409090820652173,1.6989700043360187,2022-01-26
46071,3.766412847112399,2.3010299956639813,2022-01-26
46073,3.578639209968072,2.278753600952829,2022-01-26
46075,3.2227164711475833,1.0,2022-01-26
46077,4.087781417809542,2.3010299956639813,2022-01-26
46079,4.348888723071438,2.414973347970818,2022-01-26
46081,4.782902405974644,2.89209460269048,2022-01-26
46083,5.176120211056085,2.9395192526186182,2022-01-26
46085,4.058426024457005,2.0791812460476247,2022-01-26
46091,3.841359470454855,1.9030899869919433,2022-01-26
46087,4.1112625136590655,2.4771212547196626,2022-01-26
46089,3.6095944092252195,1.9542425094393248,2022-01-26
46093,4.810299741040168,2.7558748556724915,2022-01-26
46095,3.669316880566112,1.6989700043360187,2022-01-26
46097,3.648360010980931,2.0791812460476247,2022-01-26
46099,5.740425855006958,3.665580991017953,2022-01-26
46101,4.097604328874411,2.414973347970818,2022-01-26
